family,GCF_000597845.1,GCF_000599665.1,GCF_000801165.1,GCF_000801185.2,GCF_000830035.1,GCF_000833145.1,GCF_000833635.2,GCF_000952955.1,GCF_000953515.1,GCF_000971615.1,GCF_000987875.1
GCF_000597845.1|WP_000021036.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000022442.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000023081.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000023635.1,1,1,1,1,1,1,0,1,1,1,1
GCF_000597845.1|WP_000024560.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000025034.1,1,0,0,0,0,0,0,0,0,0,0
GCF_000597845.1|WP_000025458.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000025892.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000026047.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000026117.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000027705.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000028114.1,1,1,1,1,1,1,1,1,1,1,0
GCF_000597845.1|WP_000028540.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000028878.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000028953.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000029611.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000030016.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000030537.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000030901.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000031783.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000032581.1,1,0,1,0,1,1,1,1,1,1,1
GCF_000597845.1|WP_000032691.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000032935.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000033328.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000033487.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000034372.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000034602.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000035581.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000036371.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000036723.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000037562.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000037608.1,1,1,1,0,1,1,1,1,1,1,1
GCF_000597845.1|WP_000039688.1,1,0,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000039862.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000039881.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000040169.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000040208.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000041681.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000041970.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000042533.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000042632.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000042900.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000043335.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000044314.1,1,1,1,1,1,1,0,0,1,1,1
GCF_000597845.1|WP_000044843.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000045305.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000045450.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000045744.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000046281.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000047170.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000048252.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000048324.1,1,0,1,1,0,0,0,0,0,0,1
GCF_000597845.1|WP_000048950.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000049208.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000050139.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000050265.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000050789.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000051560.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000051841.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000052206.1,1,1,1,1,1,1,0,0,1,1,1
GCF_000597845.1|WP_000052796.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000053099.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000053415.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000055072.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000055746.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000056003.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000056442.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000056760.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000057138.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000058717.1,1,0,0,0,0,0,0,0,0,0,0
GCF_000597845.1|WP_000059111.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000059307.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000059388.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000059466.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000059908.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000060112.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000060506.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000060978.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000062312.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000062457.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000062611.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000062997.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000063517.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000063978.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000064738.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000065253.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000065430.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000066484.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000066628.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000067401.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000067755.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000067822.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000068079.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000068457.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000068679.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000068701.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000068828.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000068922.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000069375.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000070131.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000070621.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000071134.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000071554.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000072067.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000072850.1,1,1,0,1,1,1,1,1,1,1,0
GCF_000597845.1|WP_000073223.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000073393.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000073590.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000074172.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000074527.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000074859.1,1,1,1,1,1,1,1,1,1,1,0
GCF_000597845.1|WP_000075744.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000075876.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000076001.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000076233.1,1,1,1,1,1,1,0,0,1,1,1
GCF_000597845.1|WP_000076376.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000078043.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000078754.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000079520.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000080339.1,1,0,1,1,1,1,0,0,0,1,1
GCF_000597845.1|WP_000080885.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000080947.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000081418.1,1,1,1,1,1,1,1,1,0,1,1
GCF_000597845.1|WP_000081550.1,1,1,1,1,1,1,1,1,0,1,1
GCF_000597845.1|WP_000082101.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000082127.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000082201.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000082738.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000082846.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000083005.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000083057.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000083216.1,1,1,0,1,1,1,1,1,1,0,1
GCF_000597845.1|WP_000084131.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000084387.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000084469.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000084573.1,1,1,1,1,0,0,1,1,1,0,1
GCF_000597845.1|WP_000084622.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000084639.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000084764.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000085233.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000085982.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000086722.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000086905.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000087214.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000087280.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000088916.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000089364.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000089731.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000090097.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000090158.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000090611.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000090775.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000091016.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000091199.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000091291.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000091572.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000091700.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000091840.1,1,1,1,1,1,1,1,1,0,1,1
GCF_000597845.1|WP_000091945.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000091955.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000092069.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000092206.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000092696.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000093154.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000093247.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000093589.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000093812.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000094011.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000094721.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000095187.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000095707.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000096011.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000096086.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000096674.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000096692.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000096875.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000097369.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000097580.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000098438.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000098818.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000098896.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000099289.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000099823.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000100420.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000100800.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000101055.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000101685.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000101737.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000101984.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000102278.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000102319.1,1,1,1,1,1,1,1,1,0,1,1
GCF_000597845.1|WP_000102485.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000102564.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000102886.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000103754.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000104211.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000104521.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000105566.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000105636.1,1,0,0,0,0,0,0,0,0,0,0
GCF_000597845.1|WP_000105733.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000105851.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000106474.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000106560.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000106627.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000108160.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000108172.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000108294.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000108330.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000108626.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000109295.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000109526.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000109943.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000110501.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000111043.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000111269.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000113127.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000114272.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000114985.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000115199.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000115290.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000116090.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000116297.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000116565.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000116695.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000116772.1,1,0,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000117728.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000117881.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000118404.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000118507.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000118826.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000118901.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000119763.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000122013.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000122080.1,1,0,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000122253.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000122426.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000122884.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000123197.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000124421.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000124615.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000124700.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000124850.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000125016.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000125832.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000126500.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000126538.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000127356.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000127781.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000128491.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000128776.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000129558.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000130051.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000130100.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000130189.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000130217.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000130305.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000130380.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000130621.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000130843.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000131314.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000131702.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000131719.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000131782.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000131925.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000132231.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000132643.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000132961.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000133044.1,1,1,1,1,1,1,1,1,1,1,1
